created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2024-04-06 12:00:27+05:30,1256,163,42.0,33.8,49.0,520.0,18.0,21.0,,,,
2024-04-06 12:01:30+05:30,1257,162,37.0,33.8,49.0,637.0,36.0,9.0,,,,
2024-04-06 12:02:32+05:30,1258,173,47.0,33.7,50.0,679.0,42.0,3.0,,,,
2024-04-06 12:03:34+05:30,1259,168,37.0,33.3,51.0,539.0,21.0,0.0,,,,
2024-04-06 12:04:36+05:30,1260,168,37.0,33.3,52.0,697.0,45.0,0.0,,,,
2024-04-06 12:05:37+05:30,1261,170,40.0,33.3,52.0,717.0,48.0,20.0,,,,
2024-04-06 12:06:39+05:30,1262,171,40.0,33.3,53.0,730.0,50.0,4.0,,,,
2024-04-06 12:07:40+05:30,1263,171,42.0,33.3,53.0,570.0,25.0,6.0,,,,
2024-04-06 12:08:42+05:30,1264,167,38.0,33.3,53.0,692.0,44.0,3.0,,,,
2024-04-06 12:09:44+05:30,1265,172,40.0,33.3,53.0,699.0,45.0,0.0,,,,
2024-04-06 12:10:45+05:30,1266,172,40.0,33.3,53.0,714.0,47.0,4.0,,,,
2024-04-06 12:11:47+05:30,1267,168,39.0,33.3,52.0,615.0,32.0,0.0,,,,
2024-04-06 12:12:48+05:30,1268,168,39.0,33.3,52.0,702.0,46.0,0.0,,,,
2024-04-06 12:13:50+05:30,1269,166,42.0,33.3,52.0,668.0,40.0,4.0,,,,
2024-04-06 12:14:51+05:30,1270,167,39.0,33.3,51.0,612.0,32.0,0.0,,,,
2024-04-06 12:15:53+05:30,1271,167,42.0,33.3,50.0,600.0,30.0,3.0,,,,
2024-04-06 12:16:55+05:30,1272,170,43.0,33.3,50.0,581.0,27.0,5.0,,,,
2024-04-06 12:17:56+05:30,1273,178,44.0,33.3,50.0,546.0,22.0,14.0,,,,
2024-04-06 12:18:58+05:30,1274,163,42.0,33.3,49.0,520.0,18.0,19.0,,,,
2024-04-06 12:20:00+05:30,1275,161,37.0,33.8,45.0,502.0,15.0,0.0,,,,
2024-04-06 12:21:01+05:30,1276,163,44.0,33.8,44.0,501.0,15.0,4.0,,,,
2024-04-06 12:22:03+05:30,1277,156,35.0,33.8,43.0,519.0,18.0,0.0,,,,
2024-04-06 12:23:05+05:30,1278,156,35.0,33.8,42.0,534.0,20.0,0.0,,,,
2024-04-06 12:24:06+05:30,1279,154,38.0,33.8,41.0,501.0,15.0,0.0,,,,
2024-04-06 12:25:08+05:30,1280,150,38.0,34.2,40.0,534.0,20.0,1.0,,,,
2024-04-06 12:26:10+05:30,1281,154,40.0,34.2,39.0,542.0,21.0,0.0,,,,
2024-04-06 12:27:11+05:30,1282,153,42.0,34.2,39.0,551.0,23.0,6.0,,,,
2024-04-06 12:28:13+05:30,1283,151,38.0,34.2,39.0,526.0,19.0,0.0,,,,
2024-04-06 12:29:14+05:30,1284,151,38.0,33.8,40.0,650.0,38.0,0.0,,,,
2024-04-06 12:30:16+05:30,1285,156,40.0,33.8,41.0,679.0,42.0,0.0,,,,
2024-04-06 12:31:18+05:30,1286,149,37.0,33.8,41.0,710.0,47.0,1.0,,,,
2024-04-06 12:32:19+05:30,1287,156,36.0,33.8,42.0,656.0,39.0,0.0,,,,
2024-04-06 12:33:20+05:30,1288,157,43.0,33.8,41.0,704.0,46.0,0.0,,,,
2024-04-06 12:34:22+05:30,1289,154,35.0,33.8,42.0,726.0,49.0,0.0,,,,
2024-04-06 12:35:23+05:30,1290,159,45.0,33.8,43.0,752.0,53.0,7.0,,,,
2024-04-06 12:36:25+05:30,1291,157,38.0,33.4,44.0,591.0,29.0,134.0,,,,
2024-04-06 12:37:27+05:30,1292,158,38.0,33.3,45.0,810.0,62.0,0.0,,,,
2024-04-06 12:38:28+05:30,1293,159,39.0,33.3,45.0,830.0,65.0,0.0,,,,
2024-04-06 12:39:30+05:30,1294,164,40.0,33.3,45.0,817.0,63.0,136.0,,,,
2024-04-06 12:40:31+05:30,1295,163,43.0,33.3,46.0,851.0,68.0,0.0,,,,
2024-04-06 12:41:33+05:30,1296,161,38.0,33.3,46.0,868.0,71.0,0.0,,,,
2024-04-06 12:42:35+05:30,1297,159,38.0,33.3,46.0,857.0,69.0,0.0,,,,
2024-04-06 12:43:36+05:30,1298,162,38.0,33.3,46.0,874.0,72.0,0.0,,,,
2024-04-06 12:44:39+05:30,1299,162,38.0,33.3,47.0,877.0,72.0,0.0,,,,
2024-04-06 12:45:40+05:30,1300,165,42.0,33.3,47.0,882.0,73.0,0.0,,,,
2024-04-06 12:46:42+05:30,1301,168,40.0,33.3,47.0,897.0,75.0,120.0,,,,
2024-04-06 12:47:44+05:30,1302,163,38.0,33.3,48.0,895.0,75.0,0.0,,,,
2024-04-06 12:48:45+05:30,1303,167,43.0,33.3,48.0,900.0,76.0,0.0,,,,
2024-04-06 12:49:47+05:30,1304,163,35.0,33.3,48.0,885.0,73.0,0.0,,,,
2024-04-06 12:50:49+05:30,1305,167,43.0,33.3,48.0,885.0,73.0,1.0,,,,
2024-04-06 12:51:51+05:30,1306,163,38.0,33.3,48.0,857.0,69.0,5.0,,,,
2024-04-06 12:52:52+05:30,1307,163,38.0,33.3,47.0,855.0,69.0,0.0,,,,
2024-04-06 12:53:53+05:30,1308,163,38.0,33.3,47.0,870.0,71.0,0.0,,,,
2024-04-06 12:54:55+05:30,1309,164,40.0,33.3,48.0,874.0,72.0,0.0,,,,
2024-04-06 12:55:56+05:30,1310,167,42.0,33.3,48.0,865.0,70.0,5.0,,,,
2024-04-06 12:56:57+05:30,1311,164,38.0,33.3,48.0,840.0,67.0,7.0,,,,
2024-04-06 12:57:59+05:30,1312,163,38.0,33.3,47.0,815.0,63.0,0.0,,,,
2024-04-06 12:59:00+05:30,1313,163,35.0,33.3,46.0,795.0,60.0,0.0,,,,
2024-04-06 13:00:02+05:30,1314,167,40.0,33.2,46.0,785.0,58.0,0.0,,,,
2024-04-06 13:01:03+05:30,1315,169,40.0,33.2,46.0,778.0,57.0,4.0,,,,
2024-04-06 13:02:05+05:30,1316,167,42.0,33.2,46.0,686.0,43.0,28.0,,,,
2024-04-06 13:03:06+05:30,1317,165,42.0,33.1,46.0,772.0,56.0,3.0,,,,
2024-04-06 13:04:09+05:30,1318,172,48.0,33.2,46.0,770.0,56.0,48.0,,,,
2024-04-06 13:05:11+05:30,1319,163,38.0,33.3,46.0,659.0,39.0,0.0,,,,
2024-04-06 13:06:13+05:30,1320,166,42.0,33.3,45.0,706.0,46.0,3.0,,,,
2024-04-06 13:07:14+05:30,1321,163,38.0,33.3,45.0,714.0,47.0,0.0,,,,
2024-04-06 13:08:18+05:30,1322,161,35.0,33.2,45.0,697.0,45.0,0.0,,,,
2024-04-06 13:09:21+05:30,1323,164,43.0,33.1,45.0,732.0,50.0,0.0,,,,
2024-04-06 13:10:22+05:30,1324,167,40.0,32.9,46.0,717.0,48.0,4.0,,,,
2024-04-06 13:11:24+05:30,1325,160,37.0,32.9,46.0,702.0,46.0,1.0,,,,
2024-04-06 13:12:26+05:30,1326,159,38.0,33.2,45.0,699.0,45.0,0.0,,,,
2024-04-06 13:13:26+05:30,1327,170,44.0,32.9,46.0,624.0,34.0,0.0,,,,
2024-04-06 13:14:29+05:30,1328,170,42.0,32.9,46.0,704.0,46.0,0.0,,,,
2024-04-06 13:15:30+05:30,1329,164,39.0,32.9,47.0,688.0,43.0,61.0,,,,
2024-04-06 13:16:32+05:30,1330,168,39.0,33.2,45.0,666.0,40.0,106.0,,,,
2024-04-06 13:17:34+05:30,1331,162,38.0,33.3,45.0,646.0,37.0,79.0,,,,
2024-04-06 13:18:35+05:30,1332,159,38.0,33.3,45.0,652.0,38.0,0.0,,,,
2024-04-06 13:19:37+05:30,1333,160,37.0,33.3,45.0,650.0,38.0,64.0,,,,
2024-04-06 13:20:39+05:30,1334,159,38.0,33.3,45.0,519.0,18.0,0.0,,,,
2024-04-06 13:21:41+05:30,1335,159,38.0,33.3,45.0,638.0,36.0,0.0,,,,
2024-04-06 13:22:43+05:30,1336,159,38.0,33.3,45.0,624.0,34.0,0.0,,,,
2024-04-06 13:23:45+05:30,1337,159,38.0,33.3,44.0,620.0,33.0,0.0,,,,
2024-04-06 13:24:46+05:30,1338,159,38.0,33.3,44.0,612.0,32.0,0.0,,,,
2024-04-06 13:25:48+05:30,1339,159,38.0,33.3,44.0,605.0,31.0,0.0,,,,
2024-04-06 13:26:50+05:30,1340,160,38.0,33.3,44.0,624.0,34.0,0.0,,,,
2024-04-06 13:27:51+05:30,1341,159,39.0,33.3,44.0,634.0,35.0,0.0,,,,
2024-04-06 13:28:53+05:30,1342,159,38.0,33.3,45.0,650.0,38.0,0.0,,,,
2024-04-06 13:29:56+05:30,1343,164,40.0,33.3,45.0,730.0,50.0,0.0,,,,
2024-04-06 13:30:58+05:30,1344,162,42.0,33.3,45.0,682.0,42.0,2.0,,,,
2024-04-06 13:31:59+05:30,1345,163,38.0,33.3,45.0,776.0,57.0,21.0,,,,
2024-04-06 13:33:01+05:30,1346,168,40.0,33.2,46.0,780.0,57.0,4.0,,,,
2024-04-06 13:34:03+05:30,1347,170,40.0,33.3,46.0,742.0,52.0,0.0,,,,
2024-04-06 13:35:04+05:30,1348,165,41.0,33.3,46.0,793.0,59.0,0.0,,,,
2024-04-06 13:36:07+05:30,1349,166,37.0,33.2,46.0,800.0,60.0,7.0,,,,
2024-04-06 13:37:08+05:30,1350,166,42.0,33.2,46.0,776.0,57.0,3.0,,,,
2024-04-06 13:38:12+05:30,1351,166,42.0,33.2,46.0,793.0,59.0,0.0,,,,
2024-04-06 13:39:14+05:30,1352,170,40.0,33.2,46.0,798.0,60.0,0.0,,,,
2024-04-06 13:40:17+05:30,1353,167,38.0,33.3,46.0,778.0,57.0,0.0,,,,
2024-04-06 13:41:18+05:30,1354,165,35.0,33.2,46.0,785.0,58.0,0.0,,,,
2024-04-06 13:42:21+05:30,1355,167,38.0,33.2,46.0,808.0,62.0,0.0,,,,
2024-04-06 13:43:22+05:30,1356,165,35.0,33.3,46.0,785.0,58.0,1.0,,,,
2024-04-06 13:44:24+05:30,1357,165,38.0,33.3,46.0,754.0,53.0,20.0,,,,
2024-04-06 13:45:26+05:30,1358,170,41.0,33.3,46.0,754.0,53.0,83.0,,,,
2024-04-06 13:46:31+05:30,1359,168,37.0,33.3,46.0,770.0,56.0,0.0,,,,
2024-04-06 13:47:33+05:30,1360,167,39.0,33.3,46.0,746.0,52.0,0.0,,,,
2024-04-06 13:48:40+05:30,1361,167,38.0,33.3,46.0,737.0,51.0,0.0,,,,
2024-04-06 13:49:41+05:30,1362,168,38.0,33.3,46.0,726.0,49.0,0.0,,,,
2024-04-06 13:50:43+05:30,1363,172,40.0,33.3,46.0,638.0,36.0,0.0,,,,
2024-04-06 13:51:45+05:30,1364,169,38.0,33.3,46.0,714.0,47.0,0.0,,,,
2024-04-06 13:52:46+05:30,1365,169,38.0,33.3,46.0,715.0,47.0,0.0,,,,
2024-04-06 13:53:48+05:30,1366,170,43.0,33.3,46.0,675.0,41.0,3.0,,,,
2024-04-06 13:54:50+05:30,1367,167,38.0,33.3,46.0,666.0,40.0,29.0,,,,
2024-04-06 13:55:51+05:30,1368,167,38.0,33.3,45.0,646.0,37.0,0.0,,,,
2024-04-06 13:57:58+05:30,1369,171,40.0,33.3,44.0,596.0,29.0,6.0,,,,
2024-04-06 13:59:00+05:30,1370,171,40.0,33.3,44.0,599.0,30.0,16.0,,,,
2024-04-06 14:00:02+05:30,1371,168,42.0,33.3,44.0,589.0,28.0,5.0,,,,
2024-04-06 14:01:04+05:30,1372,173,47.0,33.3,44.0,597.0,30.0,91.0,,,,
2024-04-06 14:02:06+05:30,1373,172,40.0,33.3,44.0,594.0,29.0,0.0,,,,
2024-04-06 14:03:07+05:30,1374,167,39.0,33.3,44.0,597.0,30.0,0.0,,,,
2024-04-06 14:04:08+05:30,1375,167,38.0,33.3,44.0,569.0,25.0,0.0,,,,
2024-04-06 14:05:09+05:30,1376,162,35.0,33.3,43.0,552.0,23.0,0.0,,,,
2024-04-06 14:06:11+05:30,1377,165,39.0,33.3,43.0,561.0,24.0,0.0,,,,
2024-04-06 14:07:12+05:30,1378,167,43.0,33.3,43.0,549.0,22.0,4.0,,,,
2024-04-06 14:08:13+05:30,1379,164,38.0,33.3,43.0,548.0,22.0,1.0,,,,
2024-04-06 14:09:15+05:30,1380,163,38.0,33.3,43.0,545.0,22.0,0.0,,,,
2024-04-06 14:10:18+05:30,1381,164,37.0,33.3,43.0,537.0,20.0,0.0,,,,
2024-04-06 14:11:19+05:30,1382,164,37.0,33.3,43.0,540.0,21.0,0.0,,,,
2024-04-06 14:12:20+05:30,1383,168,37.0,33.3,43.0,539.0,21.0,8.0,,,,
2024-04-06 14:13:22+05:30,1384,164,41.0,33.3,43.0,548.0,22.0,3.0,,,,
2024-04-06 14:14:23+05:30,1385,165,41.0,33.3,43.0,546.0,22.0,0.0,,,,
2024-04-06 14:15:24+05:30,1386,167,38.0,33.3,43.0,533.0,20.0,0.0,,,,
2024-04-06 14:16:27+05:30,1387,171,47.0,33.3,43.0,543.0,21.0,233.0,,,,
2024-04-06 14:17:28+05:30,1388,165,38.0,33.3,43.0,539.0,21.0,0.0,,,,
2024-04-06 14:18:30+05:30,1389,172,41.0,33.3,43.0,514.0,17.0,0.0,,,,
2024-04-06 14:19:31+05:30,1390,169,43.0,33.3,42.0,537.0,20.0,4.0,,,,
2024-04-06 14:20:33+05:30,1391,165,42.0,33.3,42.0,527.0,19.0,2.0,,,,
2024-04-06 14:21:35+05:30,1392,167,41.0,33.3,41.0,545.0,22.0,2.0,,,,
2024-04-06 14:22:36+05:30,1393,167,38.0,33.3,42.0,480.0,12.0,0.0,,,,
2024-04-06 14:23:38+05:30,1394,167,38.0,33.3,42.0,549.0,22.0,15.0,,,,
2024-04-06 14:24:40+05:30,1395,174,40.0,33.3,42.0,540.0,21.0,0.0,,,,
2024-04-06 14:25:41+05:30,1396,174,40.0,33.3,42.0,523.0,18.0,0.0,,,,
2024-04-06 14:26:44+05:30,1397,168,38.0,33.3,42.0,555.0,23.0,0.0,,,,
2024-04-06 14:27:46+05:30,1398,171,40.0,33.3,42.0,553.0,23.0,6.0,,,,
2024-04-06 14:28:47+05:30,1399,169,42.0,33.3,42.0,574.0,26.0,0.0,,,,
2024-04-06 14:29:49+05:30,1400,165,38.0,33.3,42.0,577.0,26.0,23.0,,,,
2024-04-06 14:30:50+05:30,1401,170,40.0,33.3,42.0,569.0,25.0,0.0,,,,
2024-04-06 14:31:52+05:30,1402,166,39.0,33.3,42.0,569.0,25.0,0.0,,,,
2024-04-06 14:32:54+05:30,1403,163,38.0,33.3,42.0,578.0,27.0,1.0,,,,
2024-04-06 14:33:56+05:30,1404,164,37.0,33.3,42.0,594.0,29.0,0.0,,,,
2024-04-06 14:34:57+05:30,1405,168,37.0,33.4,42.0,581.0,27.0,0.0,,,,
2024-04-06 14:35:59+05:30,1406,163,38.0,33.7,42.0,589.0,28.0,0.0,,,,
2024-04-06 14:37:01+05:30,1407,171,41.0,33.8,42.0,591.0,29.0,2.0,,,,
2024-04-06 14:38:02+05:30,1408,167,38.0,33.7,42.0,584.0,28.0,0.0,,,,
2024-04-06 14:39:04+05:30,1409,180,40.0,33.4,43.0,592.0,29.0,0.0,,,,
2024-04-06 14:40:06+05:30,1410,176,40.0,33.3,43.0,603.0,30.0,0.0,,,,
2024-04-06 14:41:07+05:30,1411,171,39.0,33.3,43.0,607.0,31.0,25.0,,,,
2024-04-06 14:42:09+05:30,1412,176,39.0,33.3,43.0,577.0,26.0,0.0,,,,
2024-04-06 14:43:11+05:30,1413,167,38.0,33.7,43.0,566.0,25.0,0.0,,,,
2024-04-06 14:44:12+05:30,1414,176,40.0,33.8,42.0,553.0,23.0,0.0,,,,
2024-04-06 14:45:14+05:30,1415,167,42.0,33.8,42.0,531.0,19.0,4.0,,,,
2024-04-06 14:46:35+05:30,1416,174,50.0,33.7,41.0,472.0,10.0,22.0,,,,
2024-04-06 14:47:37+05:30,1417,180,40.0,33.7,41.0,549.0,22.0,2.0,,,,
2024-04-06 14:48:38+05:30,1418,173,35.0,33.4,41.0,555.0,23.0,0.0,,,,
2024-04-06 14:49:40+05:30,1419,171,41.0,33.3,41.0,560.0,24.0,0.0,,,,
2024-04-06 14:50:41+05:30,1420,167,43.0,33.3,41.0,555.0,23.0,3.0,,,,
2024-04-06 14:51:44+05:30,1421,176,42.0,33.3,41.0,553.0,23.0,4.0,,,,
2024-04-06 14:52:46+05:30,1422,168,38.0,33.3,41.0,549.0,22.0,0.0,,,,
2024-04-06 14:53:47+05:30,1423,169,39.0,33.7,41.0,540.0,21.0,0.0,,,,
2024-04-06 14:54:49+05:30,1424,167,38.0,33.4,41.0,476.0,11.0,0.0,,,,
2024-04-06 14:55:51+05:30,1425,168,40.0,33.4,41.0,548.0,22.0,0.0,,,,
2024-04-06 14:56:53+05:30,1426,165,38.0,33.3,41.0,551.0,23.0,0.0,,,,
2024-04-06 14:57:54+05:30,1427,170,40.0,33.3,41.0,548.0,22.0,14.0,,,,
2024-04-06 14:58:56+05:30,1428,167,43.0,33.3,41.0,560.0,24.0,5.0,,,,
2024-04-06 14:59:57+05:30,1429,165,42.0,33.3,41.0,561.0,24.0,7.0,,,,
2024-04-06 15:00:59+05:30,1430,165,38.0,33.3,41.0,567.0,25.0,0.0,,,,
2024-04-06 15:02:00+05:30,1431,165,38.0,33.3,41.0,569.0,25.0,0.0,,,,
2024-04-06 15:03:02+05:30,1432,166,41.0,33.3,41.0,575.0,26.0,7.0,,,,
2024-04-06 15:04:04+05:30,1433,165,35.0,33.3,42.0,572.0,26.0,0.0,,,,
2024-04-06 15:05:05+05:30,1434,165,41.0,33.3,42.0,537.0,20.0,0.0,,,,
2024-04-06 15:06:07+05:30,1435,164,35.0,33.3,42.0,570.0,25.0,0.0,,,,
2024-04-06 15:07:08+05:30,1436,165,38.0,33.3,42.0,577.0,26.0,7.0,,,,
2024-04-06 15:08:10+05:30,1437,165,35.0,33.3,42.0,567.0,25.0,17.0,,,,
2024-04-06 15:09:12+05:30,1438,166,41.0,33.3,42.0,566.0,25.0,2.0,,,,
2024-04-06 15:10:13+05:30,1439,165,35.0,33.3,42.0,560.0,24.0,0.0,,,,
2024-04-06 15:11:15+05:30,1440,163,38.0,33.3,42.0,534.0,20.0,0.0,,,,
2024-04-06 15:12:16+05:30,1441,163,41.0,33.3,41.0,534.0,20.0,18.0,,,,
2024-04-06 15:13:18+05:30,1442,164,36.0,33.4,41.0,529.0,19.0,0.0,,,,
2024-04-06 15:14:20+05:30,1443,163,37.0,33.3,41.0,534.0,20.0,0.0,,,,
2024-04-06 15:15:22+05:30,1444,168,40.0,33.3,41.0,539.0,21.0,0.0,,,,
2024-04-06 15:16:23+05:30,1445,163,37.0,33.3,41.0,533.0,20.0,15.0,,,,
2024-04-06 15:17:25+05:30,1446,168,35.0,33.3,41.0,537.0,20.0,0.0,,,,
2024-04-06 15:18:26+05:30,1447,167,42.0,33.3,41.0,549.0,22.0,4.0,,,,
2024-04-06 15:19:28+05:30,1448,163,42.0,33.3,41.0,548.0,22.0,1.0,,,,
2024-04-06 15:20:30+05:30,1449,163,38.0,33.3,41.0,551.0,23.0,1.0,,,,
2024-04-06 15:21:31+05:30,1450,163,38.0,33.3,41.0,485.0,12.0,0.0,,,,
2024-04-06 15:22:33+05:30,1451,167,44.0,33.3,41.0,542.0,21.0,26.0,,,,
2024-04-06 15:23:35+05:30,1452,163,38.0,33.3,41.0,540.0,21.0,0.0,,,,
2024-04-06 15:24:37+05:30,1453,159,38.0,33.3,41.0,542.0,21.0,0.0,,,,
2024-04-06 15:25:38+05:30,1454,159,38.0,33.4,41.0,548.0,22.0,1.0,,,,
2024-04-06 15:26:40+05:30,1455,161,41.0,33.4,41.0,400.0,0.0,2.0,,,,
2024-04-06 15:27:42+05:30,1456,164,40.0,33.4,41.0,536.0,20.0,0.0,,,,
2024-04-06 15:28:43+05:30,1457,161,38.0,33.3,41.0,537.0,20.0,0.0,,,,
2024-04-06 15:29:45+05:30,1458,160,35.0,33.4,41.0,540.0,21.0,1.0,,,,
2024-04-06 15:30:47+05:30,1459,160,35.0,33.5,41.0,552.0,23.0,0.0,,,,
2024-04-06 15:31:48+05:30,1460,160,36.0,33.7,41.0,551.0,23.0,0.0,,,,
2024-04-06 15:32:50+05:30,1461,170,48.0,33.7,41.0,531.0,19.0,9.0,,,,
2024-04-06 15:33:52+05:30,1462,164,42.0,33.7,41.0,543.0,21.0,3.0,,,,
2024-04-06 15:34:53+05:30,1463,162,41.0,33.4,41.0,546.0,22.0,1.0,,,,
2024-04-06 15:35:55+05:30,1464,165,42.0,33.4,41.0,549.0,22.0,6.0,,,,
2024-04-06 15:36:57+05:30,1465,163,42.0,33.3,41.0,555.0,23.0,3.0,,,,
2024-04-06 15:37:58+05:30,1466,167,42.0,33.3,41.0,566.0,25.0,4.0,,,,
2024-04-06 15:39:00+05:30,1467,163,38.0,33.3,41.0,564.0,24.0,0.0,,,,
2024-04-06 15:40:02+05:30,1468,163,38.0,33.4,41.0,548.0,22.0,0.0,,,,
2024-04-06 15:41:04+05:30,1469,162,38.0,33.7,41.0,540.0,21.0,0.0,,,,
2024-04-06 15:42:05+05:30,1470,159,38.0,33.8,41.0,546.0,22.0,41.0,,,,
2024-04-06 15:43:07+05:30,1471,159,41.0,33.8,41.0,527.0,19.0,7.0,,,,
2024-04-06 15:44:10+05:30,1472,164,42.0,33.8,41.0,485.0,12.0,3.0,,,,
2024-04-06 15:45:14+05:30,1473,162,38.0,33.8,41.0,536.0,20.0,1.0,,,,
2024-04-06 15:46:16+05:30,1474,162,38.0,33.7,41.0,539.0,21.0,0.0,,,,
2024-04-06 15:47:18+05:30,1475,168,40.0,33.7,41.0,519.0,18.0,0.0,,,,
